#Frame       Nb108bp2        Trop2
     148       1.5848       2.7041
     149       1.6256       2.7670
     150       1.5580       2.9272
     151       1.7084       2.9879
     152       1.5197       3.0954
     153       1.6201       3.0998
     154       1.5781       2.9042
     155       1.5684       2.9953
     156       1.6314       3.2355
     157       1.5527       3.1207
     158       1.7092       3.0649
     159       1.5717       2.9084
     160       1.7059       3.0982
     161       1.5501       3.2025
     162       1.4938       2.7309
     163       1.6969       2.9232
     164       1.5198       2.9096
     165       1.4179       2.9415
     166       1.5512       2.7143
     167       1.6766       2.9105
     168       1.6280       3.0692
     169       1.5838       3.0738
     170       1.6291       2.8568
     171       1.5645       2.8546
     172       1.6380       2.8029
     173       1.7040       3.0250
     174       1.5214       3.0534
     175       1.5505       2.7823
     176       1.4838       2.8879
     177       1.5663       2.8787
     178       1.5782       2.8889
     179       1.5854       2.8886
     180       1.6042       2.9962
     181       1.4657       3.2931
     182       1.5742       3.1529
     183       1.6722       3.1539
     184       1.6666       3.0503
     185       1.5772       2.9449
     186       1.6447       2.8458
     187       1.6096       3.0448
     188       1.6691       2.9973
     189       1.6730       3.0324
     190       1.6348       3.0885
     191       1.5558       3.0132
     192       1.5276       2.7728
     193       1.5575       2.8223
     194       1.6017       2.7776
     195       1.6148       2.9533
     196       1.6210       3.1405
     197       1.5816       2.7753
     198       1.6492       3.0855
     199       1.6428       3.0827
     200       1.6483       3.1377
     201       1.6115       3.2000
     202       1.5812       3.4502
     203       1.5359       3.2377
     204       1.6159       3.3661
     205       1.6471       3.1874
     206       1.5918       3.1337
     207       1.5595       3.3292
     208       1.6543       3.4198
     209       1.5408       3.2747
     210       1.5396       3.1754
     211       1.5077       3.4069
     212       1.5762       3.3341
     213       1.5899       3.6614
     214       1.4613       3.6710
     215       1.5258       3.5160
     216       1.5386       3.6424
     217       1.5885       3.4940
     218       1.5660       3.3553
     219       1.5810       3.1174
     220       1.6284       3.1777
     221       1.5428       3.5286
     222       1.7306       3.4333
     223       1.7142       3.3943
     224       1.7345       3.2909
     225       1.5705       3.5067
     226       1.6128       3.4935
     227       1.5888       3.5121
     228       1.6063       3.5273
     229       1.5806       3.2486
     230       1.5041       3.0605
     231       1.5509       3.0386
     232       1.6437       2.9896
     233       1.5243       3.1651
     234       1.5935       3.4893
     235       1.5755       3.6750
     236       1.5632       3.4627
     237       1.6017       3.5260
     238       1.5867       3.6693
     239       1.5873       4.0900
     240       1.5762       3.8291
     241       1.5836       3.7226
     242       1.6466       3.9129
     243       1.5117       3.9462
     244       1.6914       3.9402
     245       1.5413       3.8978
     246       1.4978       3.9043
     247       1.5652       3.5120
     248       1.6789       3.6503
     249       1.6231       3.0565
     250       1.5508       3.2214
     251       1.5895       3.4334
     252       1.5842       3.6239
     253       1.5375       3.4999
     254       1.4949       3.4399
     255       1.5603       3.4215
     256       1.5459       3.6907
     257       1.5292       3.8779
     258       1.5160       3.5950
     259       1.5484       3.7117
     260       1.5348       3.6797
     261       1.5810       3.3940
     262       1.5194       3.4557
     263       1.4664       3.5588
     264       1.6714       3.4124
     265       1.4988       3.3204
     266       1.4729       3.2565
     267       1.4158       3.3717
     268       1.5151       3.2223
     269       1.5927       3.3543
     270       1.6484       3.3099
     271       1.6170       3.3517
     272       1.6462       3.5417
     273       1.5790       3.5799
     274       1.6062       3.2329
     275       1.4901       3.3160
     276       1.5524       3.4658
     277       1.5684       3.3963
     278       1.4881       3.4209
     279       1.5156       3.6168
     280       1.6098       3.9238
     281       1.5888       3.5236
     282       1.5911       3.9973
     283       1.5212       3.7441
     284       1.5705       3.7378
     285       1.5126       3.8217
     286       1.5349       3.8415
     287       1.4776       3.8128
     288       1.5670       3.7323
     289       1.5466       3.8036
     290       1.6269       3.7804
     291       1.5555       3.7803
     292       1.5754       3.8720
     293       1.6081       3.9674
     294       1.5463       4.1611
     295       1.6129       3.8614
     296       1.6935       3.9796
     297       1.6274       4.2198
     298       1.5160       3.9048
     299       1.5541       3.8501
     300       1.5181       3.6961
     301       1.6906       3.5294
     302       1.4478       3.9888
     303       1.5112       3.9753
     304       1.4798       4.0211
     305       1.5749       4.1554
     306       1.5930       4.2168
     307       1.5387       4.1041
     308       1.4715       3.9729
     309       1.5872       3.9786
     310       1.5656       4.1205
     311       1.4592       4.3076
     312       1.4770       4.2170
     313       1.4944       4.1203
     314       1.5495       4.1071
     315       1.5691       4.2670
     316       1.5414       3.9857
     317       1.5779       3.9935
     318       1.5250       3.7365
     319       1.4563       3.5725
     320       1.5771       3.6648
     321       1.6490       3.9182
     322       1.5390       4.0614
     323       1.6043       3.7937
     324       1.5073       3.7543
     325       1.5950       3.7672
     326       1.5227       3.8314
     327       1.5037       3.7498
     328       1.5764       3.9608
     329       1.5529       4.0951
     330       1.5075       3.7595
     331       1.6086       4.1599
     332       1.6333       3.8722
     333       1.5250       4.0248
     334       1.5406       3.5895
     335       1.6096       4.0425
     336       1.6295       4.0043
     337       1.6521       3.5173
     338       1.4652       3.6045
     339       1.4741       3.8028
     340       1.5827       3.8384
     341       1.5113       3.7838
     342       1.4851       3.8211
     343       1.6700       3.7699
     344       1.5605       3.6792
     345       1.4489       3.4172
     346       1.5399       3.4511
     347       1.5319       3.3695
     348       1.5613       3.5894
     349       1.5017       3.5816
     350       1.4416       3.6896
     351       1.6044       3.6537
     352       1.5334       3.6845
     353       1.6078       3.6215
     354       1.5400       3.6127
     355       1.5241       3.6408
     356       1.6630       3.5508
     357       1.5247       3.4216
     358       1.4965       3.1379
     359       1.5058       3.2319
     360       1.5966       3.5108
     361       1.5147       3.5093
     362       1.6830       3.5982
     363       1.5409       3.5166
     364       1.6185       3.5859
     365       1.5088       3.7293
     366       1.6042       3.9193
     367       1.7095       3.7825
     368       1.6494       3.8814
     369       1.6197       3.4278
     370       1.6477       3.5183
     371       1.6145       3.8170
     372       1.5879       3.8525
     373       1.5361       4.0614
     374       1.5183       4.0959
     375       1.5467       4.0677
     376       1.5297       3.8766
     377       1.5718       3.8212
     378       1.5622       3.7702
     379       1.6313       3.9991
     380       1.5105       4.1606
     381       1.5489       3.7409
     382       1.5693       3.8636
     383       1.6284       3.7608
     384       1.6036       3.6506
     385       1.5906       3.7838
     386       1.5190       3.8716
     387       1.5509       3.6054
     388       1.5305       3.6636
     389       1.6426       3.9912
     390       1.5816       4.0141
     391       1.5157       3.7807
     392       1.5387       3.5594
     393       1.5837       3.4651
     394       1.5223       3.4820
     395       1.5271       3.6093
     396       1.6287       3.6998
     397       1.6187       3.7056
     398       1.6037       3.8108
     399       1.5846       3.9694
     400       1.6430       3.9133
     401       1.5914       3.9186
     402       1.6702       3.7319
     403       1.6953       3.9766
     404       1.7528       4.2040
     405       1.7006       4.0439
     406       1.4779       4.1084
     407       1.5260       4.0050
     408       1.6448       3.8565
     409       1.6109       3.8011
     410       1.5642       3.9430
     411       1.4994       3.9775
     412       1.5879       3.9443
     413       1.6873       4.0184
     414       1.4788       4.1602
     415       1.5889       4.2636
     416       1.6256       4.1172
     417       1.5445       4.0659
     418       1.5153       3.9007
     419       1.6314       3.9558
     420       1.5892       3.9706
     421       1.5385       3.9186
     422       1.6605       4.0093
     423       1.6764       3.8807
     424       1.6084       4.0924
     425       1.6164       4.0916
     426       1.6108       4.0362
     427       1.6491       4.2231
     428       1.6444       4.2691
     429       1.8685       4.1457
     430       1.6616       4.1886
     431       1.5874       4.0774
     432       1.6909       3.9490
     433       1.6258       4.1194
     434       1.6740       4.0139
     435       1.6463       4.2157
     436       1.7136       4.1345
     437       1.6118       4.0039
     438       1.6083       3.8676
     439       1.5352       4.0502
     440       1.5705       3.7573
     441       1.5642       4.0569
     442       1.7087       3.7888
     443       1.6546       4.1709
     444       1.6759       4.0892
     445       1.7177       4.2342
     446       1.5203       4.0230
     447       1.5969       4.1530
     448       1.6372       3.8326
     449       1.6048       4.0269
     450       1.5993       3.8913
     451       1.7070       4.0259
     452       1.6456       4.2447
     453       1.6106       3.8211
     454       1.5635       4.0974
     455       1.6419       3.9234
     456       1.6002       3.8690
     457       1.5614       3.9993
     458       1.5301       4.1862
     459       1.6584       3.7648
     460       1.5325       4.0089
     461       1.5717       4.0859
     462       1.5360       3.8777
     463       1.6676       3.8814
     464       1.5829       3.9226
     465       1.5524       4.2151
     466       1.5593       4.1305
     467       1.6418       4.1299
     468       1.7027       4.1875
     469       1.6434       3.7717
     470       1.5165       4.1676
     471       1.6657       4.0633
     472       1.6565       4.1229
     473       1.7229       4.1428
     474       1.5275       4.1072
     475       1.6029       4.0557
     476       1.6491       3.9772
     477       1.5956       4.2404
     478       1.5712       4.2887
     479       1.6411       4.3213
     480       1.6379       4.1307
     481       1.6953       3.9455
     482       1.7186       4.1553
     483       1.7058       4.4599
     484       1.6073       4.2299
     485       1.5020       4.5453
     486       1.5283       4.7387
     487       1.5963       4.3363
     488       1.7236       4.5715
     489       1.6599       4.2298
     490       1.7459       4.2191
     491       1.6841       4.4022
     492       1.7256       4.3490
     493       1.8341       4.1957
     494       1.6944       4.2674
     495       1.6395       4.0213
     496       1.6915       4.2245
     497       1.6624       4.1462
     498       1.5953       3.7915
     499       1.6819       3.5962
     500       1.6260       3.7977
     501       1.6335       3.8724
     502       1.6622       3.8317
     503       1.7172       3.8032
     504       1.6625       3.7027
     505       1.6137       3.9105
     506       1.6239       4.0055
     507       1.7417       3.7652
     508       1.6855       4.0059
     509       1.7699       4.0462
     510       1.7397       4.1198
     511       1.7202       4.1084
     512       1.6090       3.9494
     513       1.8084       3.7484
     514       1.6687       4.0013
     515       1.7045       4.0889
     516       1.5387       4.2079
     517       1.6147       4.1643
     518       1.7239       4.0819
     519       1.6647       3.9952
     520       1.6198       3.9028
     521       1.7191       3.9954
     522       1.7390       4.1679
     523       1.7708       4.3059
     524       1.6111       4.0446
     525       1.6096       3.9958
     526       1.6813       3.9135
     527       1.6872       3.8556
     528       1.5920       3.8062
     529       1.5826       3.8743
     530       1.6473       4.2413
     531       1.6264       3.9402
     532       1.5713       4.1085
     533       1.4346       4.2087
     534       1.6011       4.1403
     535       1.6985       4.0106
     536       1.5142       4.2544
     537       1.5404       3.9782
     538       1.6678       3.9203
     539       1.6978       4.1786
     540       1.7887       4.1015
     541       1.7511       4.2024
     542       1.6495       3.9730
     543       1.4869       3.8310
     544       1.5370       3.6585
     545       1.6144       3.6236
     546       1.9149       3.7844
     547       1.8784       4.0569
     548       1.8217       3.9772
     549       1.6689       3.9955
     550       1.6988       4.0931
     551       1.8195       4.0055
     552       1.6769       4.0535
     553       1.6891       3.9611
     554       1.7137       3.9893
     555       1.6286       3.7291
     556       1.7473       3.7130
     557       1.6430       3.7401
     558       1.6772       3.8749
     559       1.7292       3.7560
     560       1.7329       3.9597
     561       1.5650       3.8742
     562       1.6253       3.7853
     563       1.5447       3.5714
     564       1.8824       3.5842
     565       1.8435       3.7557
     566       1.9406       3.7337
     567       1.8445       3.7428
     568       1.8600       3.7869
     569       1.9297       3.7791
     570       1.7918       3.7199
     571       1.6041       3.6658
     572       1.9213       3.4664
     573       1.7586       3.6248
     574       1.7913       3.7961
     575       1.6860       3.6663
     576       1.6483       3.6222
     577       1.6282       3.8838
     578       1.7310       3.9580
     579       1.7813       3.9067
     580       1.6318       4.1534
     581       1.6819       3.9904
     582       1.6605       3.9878
     583       1.6474       4.0670
     584       1.6729       3.8230
     585       1.7216       3.9129
     586       1.8980       4.1654
     587       1.8296       3.9334
     588       1.7888       3.9538
     589       1.7775       3.8846
     590       1.8206       3.9160
     591       1.7802       3.9240
     592       1.8956       3.8065
     593       1.8269       3.9780
     594       1.6746       3.9077
     595       1.7971       3.7322
     596       1.7214       3.7563
     597       1.6520       3.7703
     598       1.8600       3.8164
     599       1.7282       3.8612
     600       1.6778       3.7723
     601       1.7157       3.9592
     602       1.6986       3.8485
     603       1.6942       3.6989
     604       1.8195       3.7385
     605       1.6483       3.9232
     606       1.6369       3.7679
     607       1.7956       3.7630
     608       1.8189       3.5944
     609       1.8293       3.9203
     610       1.6963       3.7838
     611       1.6904       3.8611
     612       1.8829       4.0066
     613       1.6497       4.1228
     614       1.7833       4.0447
     615       1.8121       3.7460
     616       1.9044       3.6535
     617       1.9435       3.8468
     618       1.9053       3.7490
     619       1.8693       3.8893
     620       1.8169       3.8344
     621       1.8942       3.6158
     622       1.7958       3.6288
     623       1.7349       3.7778
     624       1.7341       3.5776
     625       1.8275       3.4898
     626       1.6779       3.6176
     627       1.7167       3.7094
     628       1.6195       3.7049
     629       1.7927       3.6071
     630       1.6705       3.5631
     631       1.6253       3.5695
     632       1.6175       3.6215
     633       1.7077       3.5000
     634       1.6514       3.6637
     635       1.5928       3.6162
     636       1.6488       3.5827
     637       1.7344       3.6006
     638       1.6079       4.0557
     639       1.6133       3.8990
     640       1.5854       3.7749
     641       1.7774       3.9205
     642       1.6224       3.7150
     643       1.6188       3.6693
     644       1.6668       3.9270
     645       1.7089       3.8338
     646       1.7235       3.7382
     647       1.7630       3.7730
     648       1.6249       3.8954
     649       1.5944       3.6927
     650       1.7447       3.8126
     651       1.6637       3.7196
     652       1.6133       3.8501
     653       1.6780       3.8744
     654       1.7138       4.0415
     655       1.6308       3.8685
     656       1.7273       3.7774
     657       1.7930       3.9856
     658       1.7521       4.0455
     659       1.7202       3.9566
     660       1.7916       3.9133
     661       1.8068       3.9483
     662       1.7589       3.8304
     663       1.7518       3.8898
     664       1.6740       4.0799
     665       1.6074       4.0363
     666       1.5928       4.0569
     667       1.7073       3.8786
     668       1.6967       4.0721
     669       1.7102       3.8913
     670       1.7734       3.9467
     671       1.5970       3.4801
     672       1.5941       3.8160
     673       1.6890       3.9754
     674       1.7009       3.8337
     675       1.6714       4.0735
     676       1.7794       3.9698
     677       1.6490       3.9738
     678       1.5208       4.2006
     679       1.6112       4.0055
     680       1.4911       4.1158
     681       1.3396       3.8357
     682       1.4053       3.8944
     683       1.4297       3.9479
     684       1.6188       3.9673
     685       1.7752       3.8209
     686       1.8762       4.0304
     687       1.7476       4.0828
     688       1.7736       4.0728
     689       1.6756       4.1053
     690       1.7419       4.0329
     691       1.6531       4.2052
     692       1.7115       4.0689
     693       1.6839       4.2560
     694       1.6852       4.2830
     695       1.6333       4.2928
     696       1.6966       4.4061
     697       1.6042       4.3738
     698       1.7081       4.5030
     699       1.6950       4.3802
     700       1.6724       4.2812
     701       1.8683       4.1122
     702       1.7120       4.4611
     703       1.6587       4.4641
     704       1.6409       4.4265
     705       1.7111       4.0523
     706       1.8215       4.3183
     707       1.7642       4.2943
     708       1.7017       4.2108
     709       1.7775       4.0251
     710       1.7256       4.1516
     711       1.6644       4.1181
     712       1.6122       4.3406
     713       1.6191       4.1085
     714       1.5852       4.1490
     715       1.7182       4.2145
     716       1.6375       4.2587
     717       1.7148       4.0392
     718       1.6392       4.1777
     719       1.7033       4.1662
     720       1.6107       4.1926
     721       1.6936       4.2380
     722       1.7723       3.9935
     723       1.6574       3.9727
     724       1.7470       4.1130
     725       1.6649       4.3193
     726       1.5863       4.2864
     727       1.5146       4.0397
     728       1.6672       4.3722
     729       1.6018       4.2328
     730       1.6974       4.2122
     731       1.6149       4.2745
     732       1.6703       4.1434
     733       1.7188       3.8778
     734       1.7481       4.2731
     735       1.6995       3.8169
     736       1.6121       3.8130
     737       1.6737       3.6652
     738       1.6391       3.6430
     739       1.6327       3.7726
     740       1.7596       3.8050
     741       1.7411       3.8255
     742       1.6724       3.5579
     743       1.6178       3.6444
     744       1.6337       3.7957
     745       1.6136       3.9095
     746       1.6869       3.9158
     747       1.7529       3.8759
     748       1.5811       4.0147
     749       1.7917       3.7468
     750       1.8585       3.9999
     751       1.6751       3.8333
     752       1.6629       3.8940
     753       1.7332       3.6648
     754       1.7181       3.4685
     755       1.6503       3.4709
     756       1.5961       3.2323
     757       1.6277       3.4530
     758       1.6246       3.4453
     759       1.6797       3.8366
     760       1.5392       3.7926
     761       1.6696       3.8966
     762       1.6890       3.9137
     763       1.5964       3.8164
     764       1.6846       3.6812
     765       1.7079       3.8543
     766       1.7980       3.8505
     767       1.7490       3.6927
     768       1.6852       3.9746
     769       1.9122       3.9513
     770       1.7527       3.7687
     771       1.7107       3.9377
     772       1.7258       3.6233
     773       1.7474       3.8119
     774       1.6368       4.0032
     775       1.7159       3.9759
     776       1.7791       3.6850
     777       1.5837       3.7969
     778       1.6613       4.0813
     779       1.7588       4.1426
     780       1.7193       4.3245
     781       1.7431       4.4014
     782       1.7633       4.0119
     783       1.8438       4.0628
     784       1.8152       4.0481
     785       1.7846       3.9093
     786       1.6885       3.9747
     787       1.8199       3.9776
     788       1.9476       3.8636
     789       1.7768       3.8257
     790       1.7033       3.8889
     791       1.7821       3.7277
     792       1.8309       3.8542
     793       1.8593       4.1264
     794       1.6614       3.9243
     795       1.8398       3.9301
     796       1.7694       4.2460
     797       1.7055       3.9964
     798       1.8117       4.0339
     799       1.8900       4.3709
     800       1.9284       4.3890
     801       1.7648       4.4558
     802       1.7402       4.2859
     803       1.8385       4.4278
     804       1.7407       4.0738
     805       1.7825       4.3284
     806       1.7413       4.2918
     807       1.8129       4.2540
     808       1.7059       4.3039
     809       1.7507       4.4969
     810       1.9058       4.3789
     811       1.7296       4.5739
     812       1.7038       4.4665
     813       1.8556       4.3245
     814       1.7911       4.3691
     815       1.5823       4.1102
     816       1.6563       3.9740
     817       1.6925       3.8486
     818       1.7218       3.7766
     819       1.6666       3.5682
     820       1.6572       3.6515
     821       1.6834       3.8780
     822       1.6521       3.5032
     823       1.7310       3.5947
     824       1.7666       3.4037
     825       1.7303       3.2191
     826       1.6543       3.5900
     827       1.6439       3.5619
     828       1.6455       3.6417
     829       1.6990       3.6497
     830       1.7484       3.6128
     831       1.8132       3.5087
     832       1.6639       3.8627
     833       1.8031       3.8088
     834       1.7842       3.6702
     835       1.7553       3.9572
     836       1.6525       3.9254
     837       1.7084       3.9333
     838       1.7876       3.7312
     839       1.7148       3.8711
     840       1.6105       3.4792
     841       1.6249       3.4760
     842       1.7806       3.6100
     843       1.7787       3.7132
     844       1.6756       3.9323
     845       1.7153       3.8364
     846       1.7848       3.3501
     847       1.6957       3.3972
     848       1.7450       3.4194
     849       1.7821       3.8318
     850       1.7114       3.8699
     851       1.7408       3.7730
     852       1.8048       3.8874
     853       1.8144       3.9134
     854       1.6922       3.8541
     855       1.6899       4.0804
     856       1.7426       3.7590
     857       1.6222       3.9375
     858       1.8376       3.8958
     859       1.7275       4.0433
     860       1.6149       3.8393
     861       1.7864       4.0090
     862       1.7024       3.9140
     863       1.6409       4.0965
     864       1.7927       4.2404
     865       1.8558       4.4399
     866       1.8855       4.6366
     867       1.9086       4.4963
     868       1.8058       4.6908
     869       1.7269       4.6337
     870       1.8193       4.3052
     871       2.0040       4.1283
     872       1.7700       4.3544
     873       1.6277       4.1548
     874       1.6731       4.2773
     875       1.7794       4.2384
     876       1.7805       4.2677
     877       1.8305       4.1491
     878       1.7579       4.1081
     879       1.7444       4.2998
     880       1.6742       4.2986
     881       1.6864       4.8174
     882       1.8494       4.3066
     883       1.6945       4.3756
     884       1.7219       4.3813
     885       1.7822       4.3354
     886       1.7801       4.4228
     887       1.7340       4.5546
     888       1.7419       4.6720
     889       1.8277       4.6405
     890       1.7928       4.8295
     891       1.6912       4.6917
     892       1.7657       4.4354
     893       1.6032       4.3347
     894       1.7411       4.4404
     895       1.9117       4.1511
     896       1.8056       4.1298
     897       1.8949       4.0837
     898       1.8358       3.9375
     899       1.7802       4.0654
     900       1.8981       3.9839
     901       1.8713       3.9554
     902       1.6547       4.3041
     903       1.7166       4.2006
     904       1.7302       4.1284
     905       1.8348       4.1313
     906       1.7122       4.2109
     907       1.6054       4.3188
     908       1.7691       4.0894
     909       1.6119       3.9363
     910       1.5623       4.0825
     911       1.5794       4.0757
     912       1.6955       4.2391
     913       1.6010       4.1008
     914       1.6535       4.1823
     915       1.6634       4.2745
     916       1.6656       4.2011
     917       1.7777       4.3855
     918       1.6814       4.1253
     919       1.4926       4.1927
     920       1.7335       4.2395
     921       1.5897       4.1453
     922       1.6596       4.1713
     923       1.8005       4.2717
     924       1.7178       4.5227
     925       1.7098       4.8449
     926       1.7184       4.5020
     927       1.5429       4.6107
     928       1.6410       4.2931
     929       1.4993       3.9858
     930       1.7523       4.1515
     931       1.6709       4.0254
     932       1.6747       3.7693
     933       1.7148       3.7104
     934       1.6470       3.8562
     935       1.5410       3.9542
     936       1.6523       4.2249
     937       1.6742       3.9730
     938       1.6519       4.0345
     939       1.8584       3.9364
     940       1.7359       4.0430
     941       1.6789       4.0666
     942       1.6692       4.0420
     943       1.6474       3.8426
     944       1.7344       4.1090
     945       1.6890       4.3825
     946       1.6112       4.2274
     947       1.8051       4.3419
     948       1.6638       4.3796
     949       1.6912       4.3273
     950       1.7362       4.3602
     951       1.7387       4.1822
     952       1.5281       4.1075
     953       1.6272       3.9744
     954       1.5911       4.2401
     955       1.5921       4.0679
     956       1.5909       4.3117
     957       1.5766       4.2352
     958       1.5499       4.2392
     959       1.5379       4.1763
     960       1.5438       4.1082
     961       1.6004       4.3308
     962       1.5827       4.3273
     963       1.4796       4.2000
     964       1.6625       4.2787
     965       1.6500       4.2138
     966       1.5338       4.2455
     967       1.5186       4.0551
     968       1.5534       4.3081
     969       1.6310       3.9335
     970       1.7201       4.0182
     971       1.5305       4.1071
     972       1.4674       3.9527
     973       1.6037       3.9782
     974       1.5914       4.1532
     975       1.6163       4.4244
     976       1.5607       4.3485
     977       1.6933       4.4125
     978       1.6024       4.4353
     979       1.6475       4.4055
     980       1.7179       4.2183
     981       1.5191       4.0820
     982       1.4680       4.0415
     983       1.6995       4.0513
     984       1.6346       4.1675
     985       1.7670       4.3739
     986       1.6271       4.2579
     987       1.7325       4.3664
     988       1.6847       4.4804
     989       1.6554       4.3747
     990       1.6871       4.3830
     991       1.5964       4.5333
     992       1.6581       4.5605
     993       1.6099       4.4895
     994       1.6984       4.4890
     995       1.4553       4.5667
     996       1.5631       4.2811
     997       1.5857       3.8756
     998       1.5480       3.9192
     999       1.5521       3.6176
    1000       1.5192       3.8089
    1001       1.6537       4.1847
    1002       1.7023       3.9724
    1003       1.6069       4.1172
    1004       1.5857       3.9474
    1005       1.5237       3.7253
    1006       1.5631       3.9998
    1007       1.5614       4.0851
    1008       1.6222       3.9562
    1009       1.6135       3.9502
    1010       1.6460       4.3084
    1011       1.5629       4.1733
    1012       1.5907       4.2688
    1013       1.6134       4.2823
    1014       1.5846       4.2715
    1015       1.4886       4.3392
    1016       1.6621       4.5556
    1017       1.6321       4.3496
    1018       1.6089       4.3891
    1019       1.5374       4.3289
    1020       1.6072       4.2749
    1021       1.5522       4.1657
    1022       1.6116       4.5153
    1023       1.5643       4.3805
    1024       1.6485       4.4553
    1025       1.6633       4.3479
    1026       1.5406       4.1091
    1027       1.6859       4.2190
    1028       1.5873       4.1448
    1029       1.5458       3.8848
    1030       1.5245       4.1278
    1031       1.6259       4.0742
    1032       1.5178       4.3188
    1033       1.4988       4.4081
    1034       1.6324       4.1518
    1035       1.8844       4.3324
    1036       1.4521       4.1405
    1037       1.6621       4.2662
    1038       1.4931       4.1043
    1039       1.5075       4.4226
    1040       1.5835       4.0820
    1041       1.6700       4.1042
    1042       1.5899       4.1411
    1043       1.5663       4.1948
    1044       1.5706       4.0110
    1045       1.5984       4.1629
    1046       1.5794       4.0607
    1047       1.6155       4.0938
    1048       1.5738       4.0843
    1049       1.6432       3.9884
    1050       1.5141       4.2673
    1051       1.5641       4.1017
    1052       1.6525       4.3580
    1053       1.5601       4.2535
    1054       1.5508       4.0452
    1055       1.5302       4.1425
    1056       1.6272       4.2266
    1057       1.5454       4.3472
    1058       1.7407       4.3760
    1059       1.8348       4.0971
    1060       1.6421       4.3487
    1061       1.7056       4.2151
    1062       1.7102       4.3388
    1063       1.5864       4.3550
    1064       1.7524       4.3202
    1065       1.6608       4.3592
    1066       1.5935       4.2338
    1067       1.6053       4.4594
    1068       1.5491       4.4130
