#Frame          Trop2     Nanobody
    1050       3.9921       2.3410
    1051       4.1575       2.1364
    1052       3.9135       2.2613
    1053       4.0443       2.2810
    1054       4.1083       2.0636
    1055       3.9941       2.2037
    1056       4.0269       2.2295
    1057       4.1458       2.0910
    1058       4.1914       2.1056
    1059       4.1867       2.2377
    1060       4.0507       2.0699
    1061       4.1674       2.1282
    1062       4.1417       2.2446
    1063       4.2158       2.1471
    1064       4.0071       2.2898
    1065       3.9650       2.1624
    1066       3.9858       2.2654
    1067       4.1610       2.2517
    1068       4.1772       2.0515
    1069       4.1286       2.2092
    1070       4.1336       2.2747
    1071       4.0980       2.2112
    1072       4.0083       2.2397
    1073       4.0875       2.1443
    1074       4.1407       1.9963
    1075       4.2620       2.0131
    1076       4.2637       2.1043
    1077       4.3130       1.9168
    1078       4.1789       2.2853
    1079       4.0987       1.9628
    1080       4.2043       2.2289
    1081       4.1781       2.0867
    1082       4.1096       2.2138
    1083       4.0744       1.9204
    1084       4.1072       2.2996
    1085       3.5878       2.0863
    1086       3.7919       2.1265
    1087       3.6206       2.2517
    1088       3.7747       2.0387
    1089       3.7533       1.8935
    1090       3.6551       2.0671
    1091       3.7910       2.1215
    1092       3.8355       2.1940
    1093       3.7841       2.1650
    1094       3.9415       2.3035
    1095       3.8665       2.2288
    1096       3.9175       2.3324
    1097       4.1971       2.2490
    1098       4.1204       2.4250
    1099       4.0560       2.0796
    1100       3.9189       2.1836
    1101       4.0830       2.2659
    1102       4.0456       2.0486
    1103       3.6950       1.9979
    1104       3.9059       2.2411
    1105       4.0136       2.0913
    1106       3.9827       2.1982
    1107       3.8109       2.1654
    1108       3.6005       2.0979
    1109       3.8829       2.4530
    1110       3.7203       2.1979
    1111       3.7334       2.3612
    1112       3.7018       2.2248
    1113       3.8357       2.4851
    1114       3.7149       2.2666
    1115       3.8161       2.2322
    1116       3.6331       2.5115
    1117       3.7721       2.5610
    1118       3.7829       2.5365
    1119       3.7886       2.3277
    1120       3.9436       2.4128
    1121       3.7944       2.6680
    1122       3.7880       2.4560
    1123       3.8901       2.3233
    1124       4.0664       2.1052
    1125       4.1942       2.0523
    1126       4.0769       1.9309
    1127       3.9937       2.2034
    1128       4.1429       2.0819
    1129       3.8905       2.2965
    1130       3.8892       2.2060
    1131       4.0773       2.2362
    1132       4.0485       2.2730
    1133       3.9711       2.2176
    1134       3.9362       2.1427
    1135       4.0960       2.4380
    1136       4.1345       2.3859
    1137       4.0078       2.1916
    1138       4.1582       2.0491
    1139       4.2482       2.0868
    1140       4.2388       2.1446
    1141       4.0766       2.4527
    1142       3.8690       2.2175
    1143       3.8840       2.0148
    1144       3.9006       2.3837
    1145       3.8386       2.0770
    1146       3.7915       2.1031
    1147       3.7839       2.1073
    1148       3.7630       2.0719
    1149       3.8170       1.9156
    1150       3.6886       1.9745
    1151       3.7343       2.0001
    1152       3.6383       2.1013
    1153       3.7699       2.0560
    1154       3.9720       1.8806
    1155       3.6042       2.0347
    1156       3.8308       2.0993
    1157       3.9522       2.0506
    1158       3.7708       2.3049
    1159       3.8980       2.2987
    1160       3.9168       2.0913
    1161       3.8399       1.8859
    1162       3.9275       2.1285
    1163       3.8550       1.9267
    1164       3.9202       2.1058
    1165       3.8598       1.9689
    1166       3.8759       1.9245
    1167       4.0105       2.0365
    1168       3.7523       2.0159
    1169       3.7364       1.8559
    1170       3.8137       2.0565
    1171       3.7205       2.0541
    1172       3.8518       2.2077
    1173       3.9648       1.8008
    1174       3.9699       2.1882
    1175       3.9995       1.9819
    1176       3.8059       2.2355
    1177       3.9551       2.0851
    1178       4.1120       2.2502
    1179       4.2283       1.8928
    1180       4.2048       1.9556
    1181       4.1502       1.9696
    1182       4.1740       2.0812
    1183       3.9943       2.0409
    1184       4.0503       2.0667
    1185       4.2068       2.0695
    1186       4.0679       1.8154
    1187       4.0224       2.1375
    1188       4.2161       2.0991
    1189       4.1821       2.1530
    1190       3.9941       2.1843
    1191       4.2459       2.0582
    1192       4.0839       2.0380
    1193       4.0980       2.1613
    1194       3.8996       2.1354
    1195       3.8640       2.0228
    1196       3.9574       2.2270
    1197       3.8724       2.0414
    1198       3.9272       2.0504
    1199       4.1264       2.0357
    1200       4.1202       1.8615
    1201       4.1294       2.0374
    1202       4.0132       2.2756
    1203       4.0864       1.8807
    1204       4.1554       2.0367
    1205       4.1475       2.1170
    1206       4.2069       2.0227
    1207       4.2073       2.0158
    1208       4.1551       2.0800
    1209       4.0607       1.9311
    1210       4.0354       1.9526
    1211       3.9987       1.9633
    1212       3.9678       1.9095
    1213       4.2080       1.9910
    1214       4.0084       2.0870
    1215       4.0189       2.0813
    1216       4.0432       1.9874
    1217       4.0726       1.9495
    1218       4.2385       2.0526
    1219       4.2859       2.1647
    1220       4.0747       2.0147
    1221       4.2125       1.8829
    1222       4.1145       2.1558
    1223       4.0779       2.0454
    1224       4.1164       2.1715
    1225       4.1446       2.0567
    1226       4.2106       2.2301
    1227       4.1931       2.0637
    1228       4.3364       2.1616
    1229       4.2490       1.9858
    1230       4.3027       1.8357
    1231       4.2979       1.9873
    1232       4.4829       1.8458
    1233       4.4302       1.8590
    1234       4.5591       1.9785
    1235       4.3809       1.8909
    1236       4.4934       1.9714
    1237       4.6378       2.0574
    1238       4.4108       1.8805
    1239       4.4170       2.1945
    1240       4.6302       2.2089
    1241       4.5371       2.0361
    1242       4.4829       1.9801
    1243       4.5202       2.1241
    1244       4.5275       1.9410
    1245       4.6370       1.9571
    1246       4.7071       1.9525
    1247       4.6064       1.9630
    1248       4.5853       2.1995
    1249       4.5322       2.1066
    1250       4.5214       1.9300
    1251       4.6353       1.9998
    1252       4.5611       1.7882
    1253       4.4010       2.2154
    1254       4.5349       1.7863
    1255       4.3345       1.9002
    1256       4.4468       2.0092
    1257       4.4610       1.9852
    1258       4.2765       1.9661
    1259       4.5796       2.0745
    1260       4.8517       2.0538
    1261       4.4797       2.1710
    1262       4.5300       2.2797
    1263       4.5298       2.0539
    1264       4.5757       1.8875
    1265       4.3185       1.9632
    1266       4.3667       2.0608
    1267       4.4135       2.2303
    1268       4.7150       2.3133
    1269       4.5660       2.1324
    1270       4.6714       2.2342
    1271       4.5719       2.1290
    1272       4.6448       2.2418
    1273       4.4441       2.0300
    1274       4.5781       2.0740
    1275       4.4823       2.0498
    1276       4.4909       2.1402
    1277       4.2044       2.0906
    1278       4.6898       2.0389
    1279       4.5044       2.2378
    1280       4.3213       1.9442
    1281       4.3765       1.8940
    1282       4.6523       1.9708
    1283       4.8052       2.0786
    1284       4.6701       2.0846
    1285       4.3636       2.3096
    1286       4.5618       2.0852
    1287       4.5954       2.0843
    1288       4.5997       1.8717
    1289       4.4749       1.9537
    1290       4.3922       1.8242
    1291       4.4101       2.1218
    1292       4.6844       2.1170
    1293       4.3481       2.0134
    1294       4.6451       1.9544
    1295       4.3547       2.1343
    1296       4.3632       1.9840
    1297       4.2797       1.9790
    1298       4.4877       2.0811
    1299       4.5807       2.0776
    1300       4.5882       2.0852
    1301       4.6123       1.9032
    1302       4.5393       1.9506
    1303       4.5582       1.8969
    1304       4.3550       1.8803
    1305       4.6162       1.7974
    1306       4.6572       1.8338
    1307       4.5803       1.7862
    1308       4.4709       1.8228
    1309       4.6051       2.0732
    1310       4.6659       1.8378
    1311       4.6643       2.0317
    1312       4.4938       1.8995
    1313       4.5215       1.8666
    1314       4.5041       1.8459
    1315       4.6652       2.1318
    1316       4.6550       2.0624
    1317       4.6711       2.1007
    1318       4.5779       2.0617
    1319       4.5979       1.8969
    1320       4.5004       1.8329
    1321       4.3358       1.8771
    1322       4.2912       2.0545
    1323       4.2017       2.0753
    1324       4.2062       1.8089
    1325       4.2604       1.9654
    1326       4.2654       1.7472
    1327       4.3086       1.9598
    1328       4.4650       2.0554
    1329       4.6999       1.9313
    1330       4.4792       1.8770
    1331       4.4714       1.9557
    1332       4.5000       2.0932
    1333       4.6562       1.8155
    1334       4.5027       1.8550
    1335       4.6853       1.8001
    1336       4.8678       1.9182
    1337       4.5918       1.9673
    1338       4.4371       2.0687
    1339       4.5832       1.7022
    1340       4.5063       2.2223
    1341       4.4694       2.0083
    1342       4.3959       2.1130
    1343       4.4082       1.9739
    1344       4.4069       1.9415
    1345       4.2484       2.0655
    1346       4.3357       2.3299
    1347       4.4022       2.2818
    1348       4.4864       2.3385
    1349       4.4931       2.3577
    1350       4.4836       2.1156
    1351       4.4174       1.9882
    1352       4.3844       2.1290
    1353       4.3511       2.0657
    1354       4.4762       2.3914
    1355       4.4329       2.0600
    1356       4.4747       2.3512
    1357       4.4416       2.2421
    1358       4.2953       1.9037
    1359       4.5445       1.9920
    1360       4.4360       2.0856
    1361       4.6022       2.0375
    1362       4.5241       1.9533
    1363       4.4400       2.1669
    1364       4.5829       2.1883
    1365       4.3802       1.9126
    1366       4.5723       1.8461
    1367       4.5761       1.8962
    1368       4.5708       2.0620
    1369       4.5426       2.1538
    1370       4.5803       2.0292
    1371       4.4035       2.0743
    1372       4.3767       1.9501
    1373       4.4751       2.0704
    1374       4.4286       2.1350
    1375       4.4999       2.0140
    1376       4.4342       2.0585
    1377       4.4353       1.7630
    1378       4.5909       1.8658
    1379       4.5064       1.9102
    1380       4.3849       1.9884
    1381       4.2380       1.8704
    1382       4.4811       2.0708
    1383       4.3869       1.8781
    1384       4.4587       1.8682
    1385       4.4350       1.9142
    1386       4.4233       1.6989
    1387       4.6024       1.8712
    1388       4.4368       1.9679
    1389       4.3954       1.9741
    1390       4.3678       1.8446
    1391       4.4107       1.7758
    1392       4.3312       1.7204
    1393       4.4326       2.1000
    1394       4.2975       1.9841
    1395       4.4576       2.0766
    1396       4.5907       2.0136
    1397       4.6960       1.8554
    1398       4.6778       2.0849
    1399       4.7239       1.8919
    1400       4.6615       1.8912
    1401       4.7676       1.8508
    1402       4.6504       1.7808
    1403       4.9335       2.0916
    1404       4.8520       1.9114
    1405       4.8420       1.9815
    1406       4.8562       1.9953
    1407       4.8883       1.9959
    1408       4.9078       2.0088
    1409       4.8116       1.9846
    1410       4.8034       2.1522
    1411       4.8940       2.1842
    1412       4.8669       2.0829
    1413       4.7244       2.0679
    1414       4.7524       2.2106
    1415       4.7870       2.0863
    1416       4.8294       2.0203
    1417       4.9330       1.9247
    1418       4.8076       1.8550
    1419       4.6605       2.1681
    1420       4.9729       2.1596
    1421       4.8770       2.1720
    1422       5.0444       2.1128
    1423       4.9165       2.1159
    1424       4.7981       2.2751
    1425       4.7472       2.1890
    1426       4.7046       2.1571
    1427       4.6551       2.0846
    1428       4.8452       2.4743
    1429       4.7175       2.1702
    1430       4.6762       2.0741
    1431       4.7264       2.0994
    1432       4.6558       2.0849
    1433       4.6389       2.3641
    1434       4.6693       2.3071
    1435       4.6156       2.1713
    1436       4.5617       2.1402
    1437       4.5324       2.3015
    1438       4.6099       2.1624
    1439       4.5501       2.0140
    1440       4.7007       2.0118
    1441       4.6500       2.0862
    1442       4.6408       1.9039
    1443       4.6832       2.0815
    1444       4.5741       2.1181
    1445       4.4952       2.1546
    1446       4.6406       2.1612
    1447       4.6705       2.2465
    1448       4.6084       1.9906
    1449       4.6121       2.1322
    1450       4.5503       1.9745
    1451       4.6664       1.9896
    1452       4.8083       2.0379
    1453       4.5660       1.9731
    1454       4.6293       2.0498
    1455       4.5998       1.9672
    1456       4.5166       2.2049
    1457       4.6425       2.2225
    1458       4.6948       2.0168
    1459       4.5386       1.7644
    1460       4.4145       1.9611
    1461       4.5601       2.0935
    1462       4.5256       2.0217
    1463       4.5524       2.2615
    1464       4.7572       2.0163
    1465       4.7356       1.9656
    1466       4.6041       1.9480
    1467       4.6575       1.9398
    1468       4.6974       1.9044
    1469       4.5767       2.0471
    1470       4.6762       2.0435
    1471       4.5187       1.9390
    1472       4.5680       1.8056
    1473       4.4932       2.0373
    1474       4.7058       1.9843
    1475       4.7094       2.1440
    1476       4.6427       2.0792
    1477       4.5951       2.0519
    1478       4.6978       2.0698
    1479       4.8073       2.3268
    1480       4.6673       2.2291
    1481       4.5369       2.2694
    1482       4.4595       2.2960
    1483       4.5532       1.8832
    1484       4.4437       1.9353
    1485       4.4088       2.0681
    1486       4.4003       2.0596
    1487       4.5523       2.0860
    1488       4.5378       1.9907
    1489       4.6958       2.0186
    1490       4.5835       2.0227
    1491       4.4962       2.0873
    1492       4.4915       1.9639
    1493       4.4682       1.8956
    1494       4.4929       1.8509
    1495       4.5432       1.9306
    1496       4.6726       1.6313
    1497       4.6073       1.8429
    1498       4.5311       1.7049
    1499       4.5399       1.8878
    1500       4.5643       1.7810
    1501       4.5702       2.0285
    1502       4.5753       2.0235
    1503       4.4561       1.8833
    1504       4.5575       1.9495
    1505       4.6840       1.8934
    1506       4.4764       1.7911
    1507       4.5721       1.9203
    1508       4.5884       1.9724
    1509       4.3820       1.9489
    1510       4.6467       1.9064
    1511       4.4986       1.9414
    1512       4.6877       1.9118
    1513       4.5521       1.8867
    1514       4.5237       1.9220
    1515       4.5454       2.1247
    1516       4.5249       1.9737
    1517       4.6373       2.0004
    1518       4.5836       1.9157
    1519       4.5186       1.9570
    1520       4.6980       1.9450
    1521       4.6457       1.8246
    1522       4.7261       1.9661
    1523       4.7146       2.1536
    1524       4.7192       1.9336
    1525       4.6057       2.0277
    1526       4.8582       2.2158
    1527       4.8144       2.2543
    1528       4.8230       2.1155
    1529       4.7028       2.2003
    1530       4.5894       2.2136
    1531       4.4927       2.0873
    1532       4.5080       2.0643
    1533       4.5038       1.9485
    1534       4.5012       2.0788
    1535       4.5191       2.1621
    1536       4.6055       2.1339
    1537       4.6226       2.0691
    1538       4.3954       2.0683
    1539       4.6251       1.9862
    1540       4.4605       1.9258
    1541       4.6187       2.2312
    1542       4.5040       2.0001
    1543       4.5076       2.0821
    1544       4.5546       2.0587
    1545       4.6001       1.9271
    1546       4.4036       2.0382
    1547       4.4731       2.0082
    1548       4.5953       1.9205
    1549       4.5903       2.0925
    1550       4.6190       2.0557
    1551       4.6055       2.0963
    1552       4.4399       2.0115
    1553       4.5642       2.0456
    1554       4.5571       1.9683
    1555       4.5520       2.0196
    1556       4.4707       2.0480
    1557       4.5672       1.8945
    1558       4.6030       1.9825
    1559       4.4908       2.0393
    1560       4.5282       1.7361
    1561       4.6215       1.9126
    1562       4.5712       1.9014
    1563       4.6164       1.8958
    1564       4.5940       2.0608
    1565       4.6534       1.9123
    1566       4.5921       1.7964
    1567       4.5410       2.1225
    1568       4.7964       2.1067
    1569       4.6762       1.7973
    1570       4.7915       1.8904
    1571       4.7440       1.8669
    1572       4.6325       1.7896
    1573       4.5809       1.9391
    1574       4.8477       1.7237
    1575       4.7326       1.8591
    1576       4.6387       1.8165
    1577       4.7294       2.0185
    1578       4.6985       2.0747
    1579       4.4868       1.9476
    1580       4.5679       1.8781
    1581       4.5750       1.8746
    1582       4.5964       1.9432
    1583       4.5857       1.9687
    1584       4.5186       1.9744
    1585       4.5288       1.9911
    1586       4.6212       2.0194
    1587       4.6045       2.1014
    1588       4.6274       2.1599
    1589       4.6423       1.8766
    1590       4.7199       2.0037
    1591       4.4723       1.8942
    1592       4.6297       1.9863
    1593       4.6071       1.8828
    1594       4.7407       1.9865
    1595       4.6111       1.9971
    1596       4.5094       1.8904
    1597       4.6855       1.7337
    1598       4.7031       2.0843
    1599       4.7050       2.2219
    1600       4.5146       2.0606
    1601       4.7534       1.9440
    1602       4.7482       2.0982
    1603       4.7013       2.1086
    1604       4.6186       1.7856
    1605       4.5505       2.0330
    1606       4.5498       1.9618
    1607       4.5590       2.0800
    1608       4.7426       1.9631
    1609       4.5367       1.7379
    1610       4.5163       1.8465
    1611       4.6464       1.9579
    1612       4.6587       1.9413
    1613       4.5575       2.1475
    1614       4.6917       2.0136
    1615       4.7332       1.8579
    1616       4.5126       1.9293
    1617       4.7237       2.1797
    1618       4.5798       1.9729
    1619       4.3764       1.7543
    1620       4.5968       2.0189
    1621       4.5192       1.9541
    1622       4.5918       2.0615
    1623       4.4629       1.9368
    1624       4.5226       1.9576
    1625       4.4484       1.9180
    1626       4.5840       2.0861
    1627       4.5025       2.3299
    1628       4.4199       1.8736
    1629       4.6157       1.7473
    1630       4.7053       1.9712
    1631       4.4401       1.9488
    1632       4.5739       2.0318
    1633       4.6298       1.9230
    1634       4.4805       1.9021
    1635       4.4956       1.9264
    1636       4.6779       2.2751
    1637       4.5020       2.0375
    1638       4.6283       2.0298
    1639       4.4978       2.0980
    1640       4.5788       2.1284
    1641       4.4788       2.1991
    1642       4.5839       2.1712
    1643       4.5592       2.2876
    1644       4.6381       2.2045
    1645       4.4649       2.1000
    1646       4.6944       2.0562
    1647       4.6217       2.2650
    1648       4.5527       2.1562
    1649       4.5957       2.0872
    1650       4.4712       2.0829
    1651       4.5627       1.9845
    1652       4.5140       1.9800
    1653       4.5829       1.9923
    1654       4.6557       2.0449
    1655       4.5464       2.1228
    1656       4.6113       2.0264
    1657       4.5027       2.0422
    1658       4.5863       2.1377
    1659       4.4269       2.2379
    1660       4.5027       2.1800
    1661       4.5911       1.9824
    1662       4.6043       2.1600
    1663       4.5734       2.2952
    1664       4.4243       2.2072
    1665       4.4776       2.2910
    1666       4.5258       1.9413
    1667       4.4756       1.8966
    1668       4.6003       2.1321
    1669       4.6650       2.2747
    1670       4.5607       2.0477
    1671       4.5483       2.0770
    1672       4.5806       1.9171
    1673       4.5385       2.1210
    1674       4.4228       1.9787
    1675       4.5422       1.8839
    1676       4.6182       1.7405
    1677       4.6281       1.7813
    1678       4.4377       1.8453
    1679       4.5394       1.8457
    1680       4.4966       2.0489
    1681       4.4349       1.9321
    1682       4.4798       1.7906
    1683       4.4670       1.9456
    1684       4.4910       1.8328
    1685       4.5225       1.8244
    1686       4.5483       1.8070
    1687       4.7116       1.6069
    1688       4.5292       1.7933
    1689       4.5517       1.7318
    1690       4.5375       1.6998
    1691       4.5665       1.7535
    1692       4.6114       1.7764
    1693       4.4312       1.9303
    1694       4.4979       1.6614
    1695       4.4290       1.6993
    1696       4.5706       1.6993
    1697       4.5356       1.7472
    1698       4.4418       1.8407
    1699       4.5183       1.7482
    1700       4.6796       1.6512
    1701       4.4241       1.7135
    1702       4.4185       1.7560
    1703       4.4834       1.6603
    1704       4.3522       1.8203
    1705       4.4856       1.8693
    1706       4.5702       1.7886
    1707       4.5884       1.8092
    1708       4.5415       1.7437
    1709       4.4831       1.8784
    1710       4.7332       1.8956
    1711       4.5519       1.7523
    1712       4.5239       1.7261
    1713       4.6524       1.8211
    1714       4.6128       1.8958
    1715       4.6587       1.6768
    1716       4.5715       1.7682
    1717       4.6802       1.6063
    1718       4.6025       1.8182
    1719       4.5182       1.8519
    1720       4.6417       1.7062
    1721       4.6344       1.7552
    1722       4.5098       1.9136
    1723       4.5719       1.8276
    1724       4.3473       1.8035
    1725       4.5758       1.7910
    1726       4.6190       1.8648
    1727       4.6084       1.7381
    1728       4.6546       1.9968
    1729       4.5030       1.7655
    1730       4.6158       1.9314
    1731       4.5918       1.8010
    1732       4.6451       1.7673
    1733       4.6709       1.8077
    1734       4.7118       1.7934
    1735       4.7414       1.8072
    1736       4.5304       1.8392
    1737       4.5973       1.7722
    1738       4.5985       1.8267
    1739       4.6386       1.8396
    1740       4.5203       1.8197
    1741       4.6866       1.7817
    1742       4.4505       1.8950
    1743       4.5380       1.8539
    1744       4.6254       1.8430
    1745       4.7906       1.8234
    1746       4.5516       1.8055
    1747       4.5606       1.9316
    1748       4.6656       1.8525
    1749       4.6339       1.7833
    1750       4.7190       1.8894
    1751       4.6601       1.7724
    1752       4.6953       1.7720
    1753       4.7345       1.8443
    1754       4.6470       1.7655
    1755       4.5980       1.8349
    1756       4.7109       1.8161
    1757       4.5104       1.8275
    1758       4.4837       1.7859
    1759       4.4952       1.8524
    1760       4.6206       1.8893
    1761       4.5983       1.8364
    1762       4.6190       1.8174
    1763       4.5647       1.9149
    1764       4.5572       1.7739
    1765       4.5748       1.8678
    1766       4.6921       1.7571
    1767       4.5836       1.7240
    1768       4.6222       1.7399
    1769       4.6115       1.7168
    1770       4.6342       1.8950
    1771       4.6445       1.7334
    1772       4.5244       1.9534
    1773       4.6383       1.8190
    1774       4.5646       1.8082
    1775       4.6951       2.0771
    1776       4.6173       1.8290
    1777       4.6840       1.8044
    1778       4.6763       1.7017
    1779       4.5254       1.8935
    1780       4.7183       1.7841
    1781       4.8078       1.8008
    1782       4.8014       1.7148
    1783       4.6106       1.7875
    1784       4.5855       1.7052
    1785       4.5414       1.6655
    1786       4.5567       1.7387
    1787       4.6220       1.5080
    1788       4.5578       1.6884
    1789       4.5195       1.7210
    1790       4.4951       1.6437
    1791       4.6531       1.6071
    1792       4.6601       1.7971
    1793       4.5951       1.7364
    1794       4.6662       1.7840
    1795       4.5502       1.6793
    1796       4.4809       1.8788
    1797       4.6912       1.6898
    1798       4.6942       1.7036
    1799       4.6393       1.7924
    1800       4.6452       1.7916
    1801       4.6403       1.6584
    1802       4.4084       1.7621
    1803       4.5133       1.5628
    1804       4.7550       1.6713
    1805       4.6299       1.8177
    1806       4.4651       1.6943
    1807       4.6622       1.6658
    1808       4.5537       1.6660
    1809       4.6138       1.8492
    1810       4.6716       1.5649
    1811       4.6298       1.6830
    1812       4.7334       1.7501
    1813       4.6295       1.5845
    1814       4.7736       1.7855
    1815       4.7474       1.8159
    1816       4.6054       1.6862
    1817       4.7590       1.6958
    1818       4.6519       1.7850
    1819       4.6881       1.6594
    1820       4.5865       1.6761
    1821       4.5221       1.6387
    1822       4.7203       1.7005
    1823       4.6929       1.8015
    1824       4.5902       1.8237
    1825       4.7817       1.6142
    1826       4.8854       1.7611
    1827       4.7164       1.8127
    1828       4.6144       1.9337
    1829       4.5993       1.8452
    1830       4.6378       1.7797
    1831       4.6549       1.7188
    1832       4.5987       1.8719
    1833       4.5788       1.8087
    1834       4.6306       1.6242
    1835       4.5985       1.8446
    1836       4.7527       1.7984
    1837       4.6909       1.9696
    1838       4.6193       1.8605
    1839       4.6938       1.7405
    1840       4.6849       1.8820
    1841       4.6377       1.7417
    1842       4.4359       1.8681
    1843       4.5940       1.8565
    1844       4.4715       1.7941
    1845       4.5060       1.8023
    1846       4.5509       1.8461
    1847       4.7096       1.7918
    1848       4.5624       1.9838
    1849       4.6274       1.8647
    1850       4.5500       1.7665
    1851       4.5423       1.8107
    1852       4.5748       1.9672
    1853       4.5589       1.9805
    1854       4.6851       1.8649
    1855       4.6653       1.7585
    1856       4.5539       1.7444
    1857       4.6143       1.7480
    1858       4.5909       1.6785
    1859       4.6034       1.8767
    1860       4.4621       1.8536
    1861       4.4795       1.8950
    1862       4.6383       1.9123
    1863       4.4596       1.8672
    1864       4.6490       1.8536
    1865       4.5172       1.8815
    1866       4.4693       1.8393
    1867       4.5465       1.8593
    1868       4.5799       2.0530
    1869       4.5044       1.9256
    1870       4.6411       1.8725
    1871       4.5010       1.8424
    1872       4.5697       1.8747
    1873       4.5144       2.0089
    1874       4.3728       1.9390
    1875       4.5349       1.8491
    1876       4.5303       1.8707
    1877       4.4609       1.9000
    1878       4.4773       1.9102
    1879       4.4783       1.8030
    1880       4.5728       1.8586
    1881       4.5078       1.8724
    1882       4.4292       1.8680
    1883       4.4737       1.9017
    1884       4.4061       1.9314
    1885       4.4566       1.8576
    1886       4.4323       1.9615
    1887       4.2606       1.9023
    1888       4.4245       1.9819
    1889       4.5327       1.9764
    1890       4.3543       2.0813
    1891       4.3468       1.9312
    1892       4.3826       1.9644
    1893       4.4073       2.1079
    1894       4.3931       2.1387
    1895       4.3487       2.1124
    1896       4.3518       2.1329
    1897       4.5265       2.2915
    1898       4.5034       2.1014
    1899       4.4958       2.1226
    1900       4.5100       2.0319
    1901       4.4869       2.0370
    1902       4.5885       2.0135
    1903       4.5342       2.0922
    1904       4.5270       2.1795
    1905       4.4557       1.9800
    1906       4.3742       1.9160
    1907       4.4523       1.9576
    1908       4.5508       1.9424
    1909       4.5570       1.8905
    1910       4.4108       2.2106
    1911       4.5512       2.1915
    1912       4.5692       2.1483
    1913       4.5350       1.9706
    1914       4.5601       2.0491
    1915       4.5119       2.0224
    1916       4.4768       2.1964
    1917       4.6114       1.9821
    1918       4.5048       2.0776
    1919       4.5655       2.1317
    1920       4.2550       2.0070
    1921       4.5118       2.1149
    1922       4.4427       2.1755
    1923       4.5320       2.0872
    1924       4.4701       2.0046
    1925       4.5492       1.8005
    1926       4.5254       1.8814
    1927       4.6048       1.8872
    1928       4.4244       1.8181
    1929       4.7349       1.8718
    1930       4.5099       1.8106
    1931       4.3986       1.9148
    1932       4.4319       1.9412
    1933       4.5223       1.9396
    1934       4.4058       1.8744
    1935       4.3861       2.0618
    1936       4.6099       2.0827
    1937       4.4542       1.9463
    1938       4.4942       2.0009
    1939       4.4915       1.9957
    1940       4.5799       1.9168
    1941       4.6024       2.0592
    1942       4.5214       1.8458
    1943       4.5264       1.9281
    1944       4.6160       2.0689
    1945       4.4423       1.9831
    1946       4.5074       1.8548
    1947       4.5243       1.9628
    1948       4.5767       1.9466
    1949       4.4175       2.1238
    1950       4.3236       1.8403
    1951       4.3715       1.9049
    1952       4.4092       1.9398
    1953       4.5664       2.0213
    1954       4.4492       1.9252
    1955       4.3976       1.7914
    1956       4.3419       1.9548
    1957       4.4857       2.0045
    1958       4.5703       1.9732
    1959       4.4715       1.8464
    1960       4.3625       1.9822
    1961       4.4698       1.9364
    1962       4.4671       1.8755
    1963       4.5034       1.8711
    1964       4.5594       1.9192
    1965       4.6111       1.8648
    1966       4.5857       1.8918
    1967       4.4426       1.9038
    1968       4.4072       1.9959
    1969       4.4621       1.9094
    1970       4.5619       2.0415
    1971       4.6159       1.9158
    1972       4.4679       1.9541
    1973       4.4484       1.9028
    1974       4.5732       1.9494
    1975       4.4548       1.9236
    1976       4.4927       1.9715
    1977       4.2971       1.9661
    1978       4.5220       1.8604
    1979       4.4572       1.9484
    1980       4.4550       1.8964
    1981       4.4224       1.8438
    1982       4.3806       1.8468
    1983       4.3931       1.8311
    1984       4.5440       1.8524
    1985       4.4489       1.8486
    1986       4.5515       1.7851
    1987       4.6640       1.8565
    1988       4.4063       1.8630
    1989       4.5045       1.7947
    1990       4.5189       1.9369
    1991       4.3278       1.8473
    1992       4.3245       1.8010
    1993       4.2471       1.8330
    1994       4.4170       1.8361
    1995       4.4409       1.8636
    1996       4.4978       1.9080
    1997       4.2961       1.8221
    1998       4.4105       1.8609
    1999       4.4516       1.8372
    2000       4.4264       1.8663
    2001       4.3986       1.8537
    2002       4.5889       1.9113
    2003       4.5147       1.7835
    2004       4.4424       2.0400
    2005       4.4789       1.9644
    2006       4.4547       1.8461
    2007       4.5927       1.9291
    2008       4.7111       1.9757
    2009       4.6088       1.9413
    2010       4.7237       1.8410
    2011       4.7183       1.8684
    2012       4.7175       1.8236
    2013       4.6368       1.8116
    2014       4.6597       1.7671
    2015       4.7166       1.9205
    2016       4.5379       1.7846
    2017       4.5691       1.9387
    2018       4.6141       1.8012
    2019       4.6774       1.7984
    2020       4.7403       1.8531
    2021       4.6203       1.9185
    2022       4.6345       1.9293
    2023       4.6312       1.8444
    2024       4.7150       1.8389
    2025       4.9357       1.8588
    2026       4.7794       1.9875
    2027       4.7104       1.8464
    2028       4.6871       1.8394
    2029       4.6789       1.8791
    2030       4.6617       2.0517
    2031       4.4881       1.9455
    2032       4.6412       1.9097
    2033       4.5996       1.9326
    2034       4.7331       1.8916
    2035       4.6568       1.8609
    2036       4.7149       1.8667
    2037       4.7728       1.8442
    2038       4.8192       1.8496
    2039       4.9012       1.9643
    2040       4.6485       1.8994
    2041       4.6680       1.8528
    2042       4.7321       1.9204
    2043       4.7697       1.9402
    2044       4.5984       1.7783
    2045       4.7734       1.8524
    2046       4.5643       1.7882
    2047       4.7184       1.8731
