#Frame          Trop2     Nanobody
     176       2.7494       1.9881
     177       2.7159       1.8645
     178       2.9679       2.2884
     179       2.8273       2.0459
     180       3.0414       2.4054
     181       2.8039       2.3651
     182       2.8510       1.8944
     183       2.8643       2.0215
     184       2.6861       1.7910
     185       2.8294       1.7440
     186       2.6236       1.8394
     187       2.6440       1.6684
     188       2.6088       1.8133
     189       2.7013       1.8560
     190       2.5226       1.7896
     191       2.6609       1.7622
     192       2.7726       1.8061
     193       2.7143       1.7643
     194       2.7194       1.7409
     195       2.9433       1.8588
     196       2.9671       1.7312
     197       2.8909       1.8672
     198       2.8783       1.7376
     199       2.8726       1.8482
     200       2.9520       1.7468
     201       2.8835       1.6594
     202       2.7574       1.6834
     203       2.9423       1.7510
     204       2.6797       1.5979
     205       2.3899       1.7147
     206       2.7386       1.7528
     207       2.6682       1.6674
     208       2.6561       1.7050
     209       2.7668       1.7244
     210       2.8633       1.6522
     211       3.0976       1.8785
     212       2.9349       1.6419
     213       3.1435       1.6200
     214       3.0216       2.0679
     215       3.1073       2.0438
     216       2.9052       1.8413
     217       2.9837       1.9879
     218       3.2659       1.8433
     219       3.1831       1.8000
     220       3.1866       1.7665
     221       3.0607       1.7695
     222       3.0401       1.9545
     223       2.9538       1.6759
     224       3.1001       1.8542
     225       3.3662       1.8364
     226       3.1878       1.7600
     227       3.1663       1.7004
     228       3.0544       1.7764
     229       3.0897       1.6628
     230       3.1739       1.6849
     231       2.8544       1.8654
     232       2.9440       1.7911
     233       3.1211       1.8341
     234       3.2037       1.7731
     235       3.2276       1.8212
     236       3.5314       1.7243
     237       3.4416       1.7490
     238       3.0766       1.8282
     239       3.1165       1.9535
     240       3.1839       2.0482
     241       2.9297       1.8324
     242       3.0406       2.0005
     243       3.2329       1.9072
     244       2.9961       1.9530
     245       3.1182       1.7357
     246       3.0774       1.8489
     247       2.8899       1.6211
     248       2.9500       1.7781
     249       2.8195       1.7902
     250       2.7208       1.7105
     251       2.6959       1.7884
     252       2.7591       1.9088
     253       2.8472       1.7385
     254       2.7387       1.7594
     255       2.9617       1.6903
     256       2.9221       1.7757
     257       2.8698       1.8351
     258       2.6791       1.9244
     259       2.5589       1.8011
     260       2.7265       1.5795
     261       2.7489       1.8096
     262       2.6960       1.5734
     263       2.7562       1.6310
     264       3.1060       1.7228
     265       2.8945       1.7386
     266       2.9585       1.7282
     267       2.9298       1.8531
     268       2.6951       2.0735
     269       2.8427       1.6760
     270       2.9440       1.5597
     271       3.1017       1.9336
     272       3.3640       1.7867
     273       3.2729       1.7766
     274       3.2650       1.6540
     275       3.3059       1.8762
     276       3.4122       2.0412
     277       3.4933       1.8728
     278       3.4980       2.2016
     279       3.3498       1.7352
     280       3.1895       1.8185
     281       2.8876       2.0100
     282       3.0858       2.0285
     283       3.1214       2.0093
     284       2.8545       1.8329
     285       3.0795       1.7043
     286       3.2726       1.7133
     287       3.2762       1.6201
     288       3.3478       1.6018
     289       3.2615       1.5243
     290       3.2294       1.6602
     291       3.2128       1.5033
     292       3.5205       1.7914
     293       3.4101       1.8936
     294       3.4478       1.8285
     295       3.1792       1.9723
     296       3.0919       2.0015
     297       3.0295       2.0189
     298       3.2148       1.5143
     299       3.3874       1.7875
     300       3.3157       1.9453
     301       3.6142       1.9331
     302       3.6231       1.8757
     303       3.4091       2.1293
     304       3.1665       1.6241
     305       3.1233       1.6744
     306       3.2090       2.0199
     307       3.2896       2.0522
     308       3.2315       2.0196
     309       3.3836       2.0020
     310       2.8603       1.8531
     311       2.6531       1.6784
     312       3.1071       1.8473
     313       3.0784       1.7672
     314       3.2937       1.6988
     315       3.1431       1.8555
     316       3.0334       1.9267
     317       3.2806       1.9868
     318       3.2216       2.1273
     319       3.1555       1.9119
     320       3.3078       2.0541
     321       3.6703       1.7795
     322       3.5384       1.7048
     323       3.4695       1.6339
     324       3.6587       1.6079
     325       3.7223       1.6463
     326       3.6427       1.7707
     327       3.4876       2.0691
     328       3.6953       1.8480
     329       3.4917       2.0031
     330       3.4234       1.6459
     331       3.5684       1.8912
     332       3.3640       1.5358
     333       3.5085       1.6458
     334       3.4487       1.4773
     335       3.7868       1.8122
     336       3.6000       1.5326
     337       3.4579       1.4781
     338       3.3736       1.5055
     339       3.3780       1.5689
     340       3.2340       1.7791
     341       3.2635       1.7215
     342       3.3973       1.7816
     343       3.5091       2.0605
     344       3.8092       1.9309
     345       3.3529       1.7303
     346       3.3237       1.9569
     347       3.2657       1.7457
     348       3.3242       1.8315
     349       3.3318       1.9523
     350       2.9443       1.8329
     351       3.4354       1.6620
     352       3.3058       2.0496
     353       3.4416       1.9188
     354       3.3892       1.7038
     355       3.5624       1.7590
     356       3.4417       1.6387
     357       3.1043       1.9596
     358       3.0956       1.7682
     359       3.1006       1.7925
     360       3.3253       1.9729
     361       3.1326       1.9130
     362       3.2566       1.7549
     363       3.0427       2.1128
     364       3.1712       1.8561
     365       3.3958       2.1141
     366       3.3925       1.9140
     367       3.4633       1.6109
     368       3.6060       1.9344
     369       3.0796       1.6819
     370       3.1830       1.9083
     371       3.2754       1.6926
     372       3.5430       1.7636
     373       3.4378       1.6775
     374       3.6770       1.7180
     375       3.3504       1.5430
     376       3.3551       1.7582
     377       3.2279       1.6548
     378       3.2457       1.7809
     379       3.0786       1.6972
     380       3.2259       1.7342
     381       3.2084       1.5334
     382       3.2838       1.6087
     383       3.2411       1.7595
     384       3.1781       1.7600
     385       3.3295       1.7442
     386       3.1500       1.7300
     387       2.9736       1.6555
     388       3.0283       1.7332
     389       3.4169       1.8481
     390       3.0988       1.8271
     391       2.7603       2.0514
     392       2.8580       1.8736
     393       3.2096       1.9950
     394       3.3236       1.8487
     395       3.2251       1.6908
     396       3.3434       1.7407
     397       3.4807       1.5768
     398       3.3204       1.7668
     399       3.3444       1.6851
     400       3.2937       1.7131
     401       3.3247       1.7625
     402       3.5064       1.9760
     403       3.9505       1.9874
     404       3.4387       1.9567
     405       3.2419       1.5241
     406       3.2414       1.5112
     407       3.3044       1.6662
     408       3.2861       1.7675
     409       3.3488       1.8579
     410       3.2288       1.7387
     411       3.0591       2.1495
     412       3.1351       1.9701
     413       3.3609       1.7425
     414       3.3738       1.9445
     415       3.5188       1.9125
     416       3.6000       1.7059
     417       3.4002       2.0206
     418       3.5017       1.7960
     419       3.1536       2.1049
     420       3.2240       1.7980
     421       3.3962       1.7505
     422       3.3728       1.9017
     423       3.2347       1.9551
     424       3.2530       1.7404
     425       3.4198       1.6937
     426       3.6961       1.8038
     427       3.5910       1.8066
     428       3.6853       1.9785
     429       3.5142       2.0059
     430       3.4480       1.7437
     431       3.3586       1.8134
     432       3.4091       1.8699
     433       3.3131       1.7370
     434       3.5810       1.8525
     435       3.3878       1.7427
     436       3.3903       1.5865
     437       3.1820       1.7026
     438       3.1422       1.6610
     439       3.1229       1.5149
     440       3.1628       1.5206
     441       3.6160       1.7829
     442       3.4888       1.9043
     443       3.4804       1.6316
     444       3.3670       1.7401
     445       3.2038       1.6104
     446       3.2462       1.6444
     447       3.4405       1.7391
     448       3.4538       1.7055
     449       3.5377       1.6105
     450       3.4021       1.6677
     451       3.4435       1.5733
     452       3.3076       1.5493
     453       3.4256       1.5736
     454       3.4628       1.6080
     455       3.1229       1.4986
     456       3.2206       1.6077
     457       3.3579       1.7058
     458       3.2514       1.8907
     459       3.5540       1.7188
     460       3.6756       1.8030
     461       3.4583       1.8382
     462       3.1123       1.7708
     463       3.5030       1.9113
     464       3.4742       1.8740
     465       3.2328       1.7936
     466       3.5326       1.9003
     467       3.3539       1.7254
     468       3.2898       1.7952
     469       3.5434       1.5790
     470       3.3174       1.8150
     471       3.4326       1.7965
     472       3.6318       1.6546
     473       3.6289       1.7199
     474       3.7043       1.9282
     475       3.5931       2.0245
     476       3.3955       2.0162
     477       3.4219       1.8866
     478       3.3972       1.7731
     479       3.5943       1.8285
     480       3.4661       1.4831
     481       3.4990       1.6642
     482       3.4699       1.7622
     483       3.5543       1.9730
     484       3.7012       1.6325
     485       3.5495       1.6702
     486       3.7437       1.9448
     487       3.8030       1.9718
     488       3.4845       1.9635
     489       3.4149       1.9318
     490       3.4568       1.9737
     491       3.5365       2.0288
     492       3.4675       1.8498
     493       3.6733       2.0150
     494       3.6653       1.7529
     495       3.5797       1.6881
     496       3.7415       1.7985
     497       3.5836       1.8500
     498       3.5410       1.6361
     499       3.5758       1.8172
     500       3.8834       1.6742
     501       3.6513       1.7685
     502       3.7968       1.7133
     503       3.7560       1.7851
     504       3.7017       1.9765
     505       3.5802       1.6729
     506       3.7122       1.7155
     507       3.6642       2.0018
     508       3.5764       1.6960
     509       3.7140       1.7505
     510       3.8125       2.0511
     511       3.8409       2.1040
     512       3.7570       1.7662
     513       3.8466       1.6850
     514       3.4573       1.6412
     515       3.4244       1.7379
     516       3.4978       1.7268
     517       3.6949       1.6106
     518       3.4469       1.7046
     519       3.4920       1.6464
     520       3.4195       1.7047
     521       3.6164       1.7129
     522       3.5187       1.8216
     523       3.7589       1.7858
     524       3.5744       1.5859
     525       3.6389       2.0079
     526       4.1060       1.6917
     527       3.8324       1.6689
     528       3.8141       1.6303
     529       3.6425       1.7183
     530       3.6024       1.9012
     531       3.6470       1.8282
     532       3.3215       1.6142
     533       3.6228       1.7797
     534       3.5096       1.6076
     535       3.5427       1.5905
     536       3.3541       1.5611
     537       3.5445       1.6580
     538       3.7465       1.5956
     539       3.6489       1.5916
     540       3.7886       1.9966
     541       3.4711       1.8801
     542       3.6181       1.5871
     543       3.9264       1.8003
     544       3.3722       1.7326
     545       3.5922       1.7699
     546       3.7334       1.7446
     547       3.5980       1.6116
     548       3.7679       1.7393
     549       3.5243       1.8214
     550       3.5243       1.7540
     551       3.4750       1.8095
     552       3.4826       1.6676
     553       3.3733       1.4185
     554       3.7325       1.5176
     555       3.7259       1.6851
     556       3.6632       1.9451
     557       3.5766       1.6553
     558       3.6431       1.7474
     559       3.6546       1.5815
     560       3.6104       1.7719
     561       3.4652       1.6570
     562       3.3835       1.7531
     563       3.8113       1.7843
     564       3.4995       1.6815
     565       3.3125       1.6577
     566       3.5303       1.7818
     567       3.4558       1.7214
     568       3.3707       1.8738
     569       3.2701       2.1793
     570       3.3766       2.1006
     571       3.4757       1.9526
     572       3.4547       2.0066
     573       3.6848       2.2510
     574       3.6511       1.9452
     575       3.8276       2.0602
     576       3.5944       2.1422
     577       3.7798       1.8719
     578       3.5363       1.9600
     579       3.5583       1.8872
     580       3.2079       1.7679
     581       3.3734       1.7990
     582       3.4152       1.7280
     583       3.2521       1.8072
     584       3.3790       1.7935
     585       3.3658       1.9523
     586       3.4956       1.6939
     587       3.3936       1.8904
     588       3.7748       1.9646
     589       3.4464       1.4712
     590       3.3246       1.8783
     591       3.2215       1.9311
     592       3.3411       1.9707
     593       3.4938       2.0527
     594       3.8297       2.2416
     595       3.5582       1.9737
     596       3.5574       2.0888
     597       3.2605       1.9282
     598       3.4010       1.9105
     599       3.4390       2.1002
     600       3.6435       1.7287
     601       3.3661       1.9515
     602       3.4597       1.6602
     603       3.3032       1.8262
     604       3.0171       1.7696
     605       3.3218       1.8036
     606       3.3518       1.4866
     607       3.5125       1.6476
     608       3.2713       1.7290
     609       3.4275       1.7680
     610       3.6434       1.7524
     611       3.5446       1.6491
     612       3.2809       1.9196
     613       3.3416       1.9245
     614       3.5424       1.9578
     615       3.5548       1.7972
     616       3.5386       1.8947
     617       3.4719       1.6985
     618       3.4705       1.6331
     619       3.3389       1.7284
     620       3.1918       1.7482
     621       3.4108       1.6243
     622       3.1709       1.5989
     623       3.2136       1.4188
     624       2.9842       1.4369
     625       3.0095       1.3685
     626       3.1907       1.5324
     627       3.1341       1.2837
     628       3.1659       1.3657
     629       3.3525       1.5368
     630       3.4524       1.2910
     631       3.4746       1.4533
     632       3.0691       1.4787
     633       3.0437       1.3741
     634       3.2096       1.5080
     635       3.1881       1.4240
     636       3.2546       1.2347
     637       3.5504       1.3281
     638       3.0456       1.3605
     639       2.9235       1.4796
     640       3.6953       1.3695
     641       3.4723       1.3925
     642       3.1960       1.5229
     643       3.5758       1.4995
     644       3.2240       1.3589
     645       3.0448       1.3790
     646       3.2836       1.5505
     647       3.2686       1.3849
     648       3.2133       1.5859
     649       3.2397       1.2943
     650       3.1873       1.4433
     651       3.2977       1.2615
     652       3.1270       1.5220
     653       3.2421       1.5307
     654       3.3460       1.4400
     655       3.3876       1.3603
     656       3.2109       1.2731
     657       3.2685       1.3369
     658       3.0779       1.3198
     659       3.3607       1.3088
     660       3.1142       1.2719
     661       3.3701       1.3066
     662       3.0609       1.3912
     663       3.2428       1.5071
     664       3.2012       1.4757
     665       3.2501       1.3441
     666       3.2368       1.2586
     667       3.4225       1.3242
     668       3.2213       1.3586
     669       3.2996       1.2930
     670       3.2699       1.2739
     671       3.5807       1.3385
     672       3.3952       1.2777
     673       3.4355       1.2655
     674       3.2106       1.4518
     675       3.2222       1.4520
     676       3.3628       1.4306
     677       3.2463       1.5411
     678       3.1926       1.5750
     679       3.3420       1.3895
     680       3.2630       1.5826
     681       3.0809       1.4973
     682       3.3377       1.5213
     683       3.3180       1.5789
     684       3.2653       1.5518
     685       3.2270       1.6315
     686       3.0874       1.6532
     687       3.2540       1.5623
     688       3.3413       1.5891
     689       3.0050       1.5648
     690       2.9917       1.5067
     691       2.8134       1.6027
     692       3.1621       1.5026
     693       2.9575       1.5393
     694       3.1047       1.4360
     695       3.1938       1.6235
     696       3.2043       1.4998
     697       3.2256       1.5793
     698       3.5089       1.5630
     699       3.2833       1.5273
     700       3.3580       1.4703
     701       3.2526       1.3971
     702       3.1725       1.4745
     703       3.2528       1.4328
     704       3.3391       1.4321
     705       3.1149       1.4948
     706       3.1525       1.4890
     707       2.9945       1.5457
     708       3.2843       1.5118
     709       3.1973       1.5487
     710       3.0135       1.5647
     711       3.0586       1.3829
     712       3.0627       1.3304
     713       3.1642       1.4491
     714       3.2509       1.4659
     715       3.2592       1.5080
     716       3.1895       1.5330
     717       3.1804       1.4820
     718       3.1377       1.3822
     719       3.2143       1.4725
     720       3.4403       1.3945
     721       3.3630       1.4821
     722       3.5666       1.3122
     723       3.3386       1.5616
     724       3.5575       1.6375
     725       3.4132       1.6438
     726       3.7096       1.7890
     727       3.3084       1.6523
     728       3.2238       1.7518
     729       3.3496       1.7679
     730       3.4715       1.7579
     731       3.5453       1.7785
     732       3.5098       1.6988
     733       3.5463       1.6407
     734       3.5139       1.6929
     735       3.4220       1.8399
     736       3.4209       1.8312
     737       3.3777       1.6637
     738       3.4129       1.6206
     739       3.1814       1.6063
     740       3.3035       1.5871
     741       3.2606       1.5410
     742       3.3925       1.4600
     743       3.4004       1.5013
     744       3.1289       1.4531
     745       3.3863       1.3848
     746       3.5225       1.5608
     747       3.3438       1.4277
     748       3.3149       1.4679
     749       3.1354       1.6475
     750       3.1425       1.6101
     751       3.1548       1.5621
     752       3.2925       1.3825
     753       3.1900       1.3691
     754       3.4119       1.4880
     755       3.1187       1.3920
     756       3.1360       1.3582
     757       3.2728       1.3692
     758       3.1051       1.4559
     759       3.1293       1.3948
     760       3.1289       1.3459
     761       3.2772       1.2778
     762       3.0992       1.3711
     763       3.1479       1.4428
     764       2.9651       1.3891
     765       3.0339       1.3968
     766       3.2654       1.4240
     767       3.1590       1.4337
     768       3.3953       1.2653
     769       3.0258       1.3951
     770       3.3978       1.3887
     771       3.3790       1.2581
     772       3.4849       1.3561
     773       3.2140       1.3300
     774       3.2407       1.4449
     775       3.3120       1.3642
     776       3.3494       1.4764
     777       3.2217       1.4189
     778       3.2793       1.5261
     779       3.2690       1.4397
     780       3.3175       1.4077
     781       3.1222       1.4090
     782       3.3467       1.4892
     783       3.5148       1.4904
     784       3.4950       1.4499
     785       3.5015       1.4839
     786       3.4459       1.4759
     787       3.3011       1.5235
     788       3.3084       1.4167
     789       3.3680       1.5963
     790       3.2261       1.5639
     791       3.5110       1.6385
     792       3.4571       1.5251
     793       3.2197       1.7151
     794       3.1562       1.7780
     795       3.2549       1.5652
     796       3.4108       1.4743
     797       3.2082       1.3841
     798       3.2343       1.4340
     799       3.3736       1.3951
     800       3.0115       1.4307
     801       3.1741       1.3996
     802       3.1747       1.3943
     803       2.9861       1.3069
     804       3.0578       1.2980
     805       2.9526       1.5302
     806       2.8474       1.3338
     807       3.2759       1.4761
     808       3.1072       1.3622
     809       3.0286       1.3306
     810       3.1521       1.3554
     811       3.2602       1.4448
     812       3.2452       1.3524
     813       3.0973       1.4208
     814       3.2268       1.5111
     815       3.3822       1.3018
     816       3.4546       1.4141
     817       3.2852       1.3910
     818       3.2450       1.3246
     819       3.3982       1.5498
     820       3.2756       1.5553
     821       3.0957       1.4713
     822       3.0954       1.3919
     823       3.0766       1.4003
     824       3.2590       1.4620
     825       3.2701       1.4327
     826       3.4323       1.5853
     827       3.5371       1.5786
     828       3.2860       1.5702
     829       3.4531       1.3495
     830       3.2782       1.3586
     831       3.3448       1.4863
     832       3.3698       1.4804
     833       3.3190       1.4076
     834       3.3351       1.3672
     835       3.4125       1.4513
     836       3.2071       1.5024
     837       3.1287       1.5427
     838       3.1913       1.4832
     839       3.2040       1.5436
     840       3.1802       1.5101
     841       3.1203       1.5320
     842       3.2893       1.4046
     843       3.2807       1.4619
     844       3.4234       1.4791
     845       3.0550       1.5014
     846       3.1395       1.4368
     847       3.1963       1.3658
     848       3.3741       1.4336
     849       3.1228       1.4354
     850       3.2844       1.4114
     851       3.4172       1.4564
     852       3.3748       1.4670
     853       3.4072       1.4127
     854       3.4373       1.4664
     855       3.3516       1.4968
     856       3.3401       1.5394
     857       3.2216       1.6078
     858       3.2256       1.4304
     859       3.1593       1.4987
     860       3.4146       1.4839
     861       2.9846       1.3696
     862       3.3020       1.5890
     863       3.1916       1.5327
     864       3.3588       1.4732
     865       3.4533       1.4869
     866       3.3101       1.4230
     867       3.2771       1.4415
     868       3.3692       1.3644
     869       3.2639       1.4189
     870       3.5724       1.4474
     871       3.5505       1.6257
     872       3.2911       1.3782
     873       3.1855       1.4578
     874       3.1628       1.4942
     875       3.0512       1.4727
     876       3.2035       1.4877
     877       3.2013       1.4150
     878       3.1400       1.5428
     879       3.2256       1.4766
     880       3.2146       1.4223
     881       3.2342       1.3861
     882       3.2729       1.3945
     883       3.1286       1.4196
     884       3.1083       1.4844
     885       3.1648       1.5818
     886       3.1354       1.6039
     887       3.1007       1.4345
     888       3.2131       1.5642
     889       3.2627       1.4524
     890       3.2708       1.4189
     891       3.1026       1.5200
     892       3.2133       1.4404
     893       3.1358       1.3260
     894       3.3642       1.4599
     895       3.4542       1.4576
     896       3.2223       1.3709
     897       3.3226       1.3061
     898       3.3091       1.3733
     899       3.4324       1.4957
     900       3.2671       1.4006
     901       3.2292       1.4602
     902       3.1155       1.4847
     903       3.3260       1.4646
     904       3.3152       1.4116
     905       3.5268       1.5229
     906       3.7290       1.4302
     907       3.7767       1.4222
     908       3.5997       1.3795
     909       3.5013       1.4717
     910       3.3430       1.6157
     911       3.2038       1.5839
     912       3.0601       1.5298
     913       3.2575       1.5184
     914       3.2802       1.5067
     915       3.4866       1.4754
     916       3.3138       1.3660
     917       2.9441       1.4666
     918       3.2736       1.4787
     919       3.4516       1.5939
     920       3.0393       1.5711
     921       3.1394       1.6058
     922       3.1804       1.5463
     923       3.0817       1.7173
     924       3.4250       1.4728
     925       3.4772       1.4699
     926       3.2697       1.5777
     927       3.3096       1.6608
     928       3.0433       1.6583
     929       3.0418       1.5932
     930       2.9344       1.5220
     931       3.4655       1.6542
     932       3.2247       1.6085
     933       3.2212       1.5439
     934       3.1560       1.4643
     935       3.1567       1.4926
     936       3.5083       1.4092
     937       3.1951       1.4842
     938       3.3352       1.5226
     939       3.5236       1.6634
     940       3.4146       1.6458
     941       3.3929       1.5068
     942       3.4899       1.5513
     943       3.2013       1.5606
     944       3.3431       1.5315
     945       3.3331       1.5884
     946       3.3120       1.5031
     947       3.3990       1.5396
     948       3.5102       1.6005
     949       3.5555       1.6173
     950       3.6396       1.7468
     951       3.3687       1.6277
     952       3.3029       1.6456
     953       3.3520       1.5871
     954       3.4805       1.6744
     955       3.3390       1.6167
     956       3.5626       1.5709
     957       3.2241       1.6059
     958       3.2721       1.4860
     959       3.4680       1.4777
     960       3.5309       1.4529
     961       3.5662       1.5882
     962       3.3709       1.5482
     963       3.3051       1.5220
     964       3.2557       1.4282
     965       3.3914       1.3824
     966       3.2912       1.4654
     967       3.2324       1.4395
     968       3.3598       1.4104
     969       3.3667       1.4079
     970       3.3389       1.3816
     971       3.3733       1.5476
     972       3.5938       1.4447
     973       3.5829       1.5648
     974       3.4617       1.5083
     975       3.7889       1.3588
     976       3.6607       1.6246
     977       3.4263       1.5193
     978       3.3902       1.4303
     979       3.3455       1.4025
     980       3.6002       1.4593
     981       3.5044       1.4806
     982       3.3975       1.4823
     983       3.3024       1.5938
     984       3.2335       1.3937
     985       3.3785       1.4440
     986       3.3846       1.4946
     987       3.3919       1.4007
     988       3.2386       1.4913
     989       3.5211       1.5357
     990       3.3583       1.3995
     991       3.6220       1.5144
     992       3.3247       1.4847
     993       3.4032       1.4424
     994       3.5449       1.5052
     995       3.5103       1.5664
     996       3.6668       1.5279
     997       3.5569       1.6232
     998       3.3420       1.5588
     999       3.3834       1.5142
    1000       3.4357       1.4359
    1001       3.3383       1.3961
    1002       3.3822       1.5820
    1003       3.4533       1.5327
    1004       3.3388       1.5144
    1005       3.0918       1.4939
    1006       3.1216       1.5269
    1007       3.2623       1.6132
    1008       3.3824       1.6318
    1009       3.3206       1.5503
    1010       3.3879       1.5952
    1011       3.3187       1.4987
    1012       3.3320       1.5150
    1013       3.3816       1.5409
    1014       3.6096       1.6582
    1015       3.5746       1.6131
    1016       3.7605       1.6716
    1017       3.5996       1.8187
    1018       3.7160       1.7472
    1019       3.5206       1.6576
    1020       3.6193       1.7265
    1021       3.7315       1.7862
    1022       3.5878       1.5693
    1023       3.5649       1.7197
    1024       3.7923       1.6642
    1025       3.7378       1.7112
    1026       3.4735       1.6649
    1027       3.6218       1.8141
    1028       3.3918       1.7502
    1029       3.5766       1.7099
    1030       3.5313       1.7456
    1031       3.7463       1.7659
    1032       4.0077       1.8654
    1033       3.7222       1.7094
    1034       3.9749       1.7681
    1035       3.7417       1.7738
    1036       3.7633       1.5990
    1037       3.6561       1.7329
    1038       3.5048       1.7132
    1039       3.6634       1.7247
    1040       3.6769       1.9573
    1041       3.7237       1.7158
    1042       3.6552       1.8339
    1043       3.4440       1.5835
    1044       3.4159       1.8475
    1045       3.6011       1.7319
    1046       3.6970       1.8910
    1047       3.5066       1.8256
    1048       3.8126       1.9613
    1049       3.8019       1.8181
    1050       3.5898       1.9536
    1051       3.4067       1.9951
    1052       3.2470       1.9104
    1053       3.6160       1.8192
    1054       3.5824       1.7139
    1055       3.4774       1.6825
    1056       3.5237       1.7542
    1057       3.6872       1.6548
    1058       3.7411       1.6884
    1059       3.6326       1.7916
    1060       3.7863       1.8133
    1061       3.6979       1.5775
    1062       3.7691       1.5831
    1063       3.5375       1.5446
    1064       3.6105       1.8302
    1065       3.6209       1.6040
    1066       3.6978       1.5708
    1067       3.5736       1.5731
    1068       3.6328       1.5868
    1069       3.4874       1.5622
